# Simulation 1 (Up to date)
# 0,
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
8.308,466.633,24.574,-10.868,24.815,10.871,29.098,0.011,29.098,0.022,3.45,0.234,28.61,-80.6,9.791,0.063,-1.476e-4,6.036,0.167,4820.9,218.9,0.077,3.99e-4,107.93,84.986,2.245,0.074,2.414e6,0,5.31,1.753,1.753,0.23,0.003,0.121,0.009,-0.016,2.349e-4,0,0,0,0,0.036,0.003,10.22,82.034,78.212,0.018,1.707,11.967,958.522,338.551,0.05,0.137
8.358,467.848,24.031,-10.824,24.276,10.826,29.27,0.011,29.27,0.022,3.439,0.216,28.61,-80.6,9.791,0.092,-1.618e-4,-5.479,0.108,4820.9,218.9,0.077,3.99e-4,107.894,84.986,2.242,0.073,2.362e6,0,5.082,1.753,1.753,0.23,0.003,0.121,0.013,0.059,1.317e-4,0,0,0,0,-0.031,0.003,10.22,82.034,77.921,0.017,1.662,11.959,958.379,338.546,0.05,0.138
8.408,469.036,23.491,-10.777,23.74,10.779,29.442,0.012,29.442,0.022,3.427,0.227,28.61,-80.6,9.791,0.098,-9.391e-5,5.419,0.082,4820.9,218.9,0.077,3.99e-4,107.886,84.986,2.241,0.071,2.312e6,0,4.873,1.753,1.753,0.23,0.003,0.121,0.014,-9.801e-4,-4.026e-4,0,0,0,0,0.031,0.003,10.22,82.034,77.652,0.019,1.76,11.951,958.24,338.541,0.05,0.138
8.458,470.197,22.954,-10.732,23.206,10.734,29.613,0.012,29.613,0.022,3.416,0.234,28.61,-80.6,9.791,0.263,-1.362e-4,5.681,0.02,4820.9,218.9,0.077,3.99e-4,107.683,84.986,2.221,0.07,2.263e6,0,4.669,1.753,1.753,0.23,0.003,0.121,0.037,0.046,-5.352e-6,0,0,0,0,0.036,0.003,10.22,82.034,77.378,0.02,1.836,11.944,958.104,338.537,0.05,0.139
8.508,471.331,22.418,-10.69,22.675,10.692,29.783,0.012,29.783,0.023,3.404,0.221,28.61,-80.6,9.791,0.164,-1.47e-4,5.978,0.024,4820.9,218.9,0.077,3.99e-4,107.804,84.986,2.233,0.068,2.212e6,0,4.459,1.753,1.753,0.23,0.003,0.121,0.023,0.009,4.793e-4,0,0,0,0,0.042,0.003,10.22,82.034,77.086,0.021,1.803,11.936,957.971,338.532,0.05,0.139
8.558,472.439,21.885,-10.65,22.146,10.652,29.953,0.012,29.953,0.023,3.394,0.201,28.61,-80.6,9.791,0.047,-1.726e-4,-5.674,0.108,4820.9,218.9,0.077,3.99e-4,107.947,84.986,2.247,0.066,2.16e6,0,4.251,1.753,1.753,0.23,0.003,0.121,0.007,0.055,-1.004e-5,0,0,0,0,-0.039,0.003,10.22,82.034,76.791,0.023,1.722,11.929,957.841,338.528,0.05,0.14
8.608,473.52,21.353,-10.61,21.62,10.612,30.123,0.012,30.123,0.023,3.384,0.194,28.61,-80.6,9.791,0.068,-1.457e-4,-5.476,0.024,4820.9,218.9,0.077,3.99e-4,107.921,84.986,2.244,0.065,2.109e6,0,4.055,1.753,1.753,0.23,0.002,0.121,0.009,0.06,3.443e-4,0,0,0,0,-0.038,0.003,10.22,82.034,76.515,0.026,1.71,11.922,957.714,338.524,0.05,0.14
8.658,474.574,20.824,-10.575,21.095,10.576,30.292,0.012,30.292,0.023,3.375,0.164,28.61,-80.6,9.791,0.455,-1.485e-4,-4.284,0.009,4820.9,218.9,0.077,3.99e-4,107.449,84.986,2.198,0.063,2.055e6,0,3.854,1.753,1.754,0.23,0.002,0.121,0.064,0.165,7.133e-5,0,0,0,0,-0.025,0.003,10.22,82.034,76.27,0.028,1.535,11.915,957.59,338.52,0.05,0.141
8.708,475.602,20.296,-10.534,20.573,10.536,30.46,0.012,30.46,0.023,3.367,0.168,28.61,-80.6,9.791,0.304,-1.494e-4,-3.104,0.002,4820.9,218.9,0.077,3.99e-4,107.631,84.986,2.216,0.062,2.006e6,0,3.67,1.753,1.753,0.23,0.002,0.12,0.042,0.107,-1.419e-4,0,0,0,0,-0.014,0.003,10.22,82.034,76.087,0.031,1.547,11.909,957.47,338.516,0.05,0.141
8.758,476.604,19.77,-10.492,20.053,10.494,30.628,0.012,30.628,0.023,3.358,0.193,28.61,-80.6,9.791,0.254,-1.667e-4,3.12,-0.028,4820.9,218.9,0.077,3.99e-4,107.691,84.986,2.222,0.06,1.96e6,0,3.503,1.753,1.753,0.23,0.002,0.12,0.035,0.064,-2.592e-4,0,0,0,0,0.014,0.003,10.22,82.034,75.939,0.033,1.689,11.902,957.352,338.512,0.05,0.142
8.808,477.579,19.246,-10.454,19.535,10.456,30.796,0.012,30.796,0.023,3.348,0.201,28.61,-80.6,9.791,0.526,-1.568e-4,3.872,-0.018,4820.9,218.9,0.077,3.99e-4,107.363,84.986,2.19,0.059,1.912e6,0,3.335,1.753,1.754,0.23,0.002,0.12,0.074,0.139,4.181e-4,0,0,0,0,0.023,0.003,10.22,82.034,75.769,0.034,1.723,11.896,957.238,338.508,0.05,0.142
8.858,478.528,18.725,-10.42,19.02,10.421,30.963,0.013,30.963,0.023,3.338,0.19,28.61,-80.6,9.791,0.473,-1.522e-4,4.648,-0.018,4820.9,218.9,0.077,3.99e-4,107.425,84.986,2.196,0.057,1.861e6,0,3.16,1.753,1.754,0.23,0.002,0.12,0.067,0.111,3.159e-4,0,0,0,0,0.036,0.002,10.22,82.034,75.554,0.035,1.65,11.89,957.127,338.504,0.05,0.143
8.908,479.452,18.205,-10.384,18.506,10.386,31.13,0.013,31.13,0.023,3.328,0.199,28.61,-80.6,9.791,0.777,-1.502e-4,5.653,-0.008,4820.9,218.9,0.077,3.99e-4,107.066,84.986,2.16,0.056,1.814e6,0,3.006,1.753,1.756,0.23,0.002,0.12,0.111,0.184,2.828e-4,0,0,0,0,0.055,0.002,10.22,82.034,75.298,0.034,1.714,11.884,957.018,338.5,0.05,0.143
8.958,480.349,17.686,-10.35,17.995,10.352,31.296,0.013,31.296,0.023,3.318,0.207,28.61,-80.6,9.791,1.078,-1.513e-4,7.036,-0.006,4820.9,218.9,0.077,3.99e-4,106.719,84.986,2.127,0.054,1.768e6,0,2.859,1.753,1.759,0.23,0.002,0.12,0.156,0.24,4.455e-5,0,0,0,0,0.09,0.002,10.22,82.034,74.981,0.034,1.786,11.878,956.913,338.497,0.05,0.144
9.008,481.22,17.169,-10.318,17.485,10.32,31.462,0.013,31.462,0.024,3.308,0.206,28.61,-80.6,9.791,1.222,-1.564e-4,8.431,-0.006,4820.9,218.9,0.077,3.99e-4,106.555,84.986,2.111,0.053,1.721e6,0,2.712,1.753,1.761,0.23,0.002,0.12,0.177,0.237,-2.027e-4,0,0,0,0,0.137,0.002,10.22,82.034,74.593,0.032,1.82,11.872,956.811,338.493,0.05,0.144
9.058,482.066,16.654,-10.287,16.978,10.289,31.627,0.013,31.627,0.024,3.297,0.212,28.61,-80.6,9.791,1.495,-1.677e-4,9.904,-0.004,4820.9,218.9,0.077,3.99e-4,106.251,84.986,2.081,0.052,1.675e6,0,2.576,1.753,1.764,0.23,0.002,0.12,0.219,0.257,-4.328e-4,0,0,0,0,0.199,0.002,10.22,82.034,74.135,0.031,1.909,11.867,956.712,338.49,0.05,0.145
9.108,482.886,16.141,-10.258,16.472,10.26,31.791,0.013,31.791,0.024,3.287,0.201,28.61,-80.6,9.791,1.417,-1.525e-4,11.058,0.002,4820.9,218.9,0.077,3.99e-4,106.337,84.986,2.089,0.05,1.628e6,0,2.43,1.753,1.763,0.23,0.002,0.12,0.207,0.17,2.172e-4,0,0,0,0,0.263,0.002,10.22,82.034,73.609,0.03,1.897,11.861,956.616,338.487,0.05,0.145
9.158,483.68,15.629,-10.23,15.968,10.232,31.955,0.013,31.955,0.024,3.277,0.186,28.61,-80.6,9.791,1.219,-1.441e-4,11.656,0.004,4820.9,218.9,0.077,3.99e-4,106.557,84.986,2.111,0.049,1.579e6,0,2.284,1.753,1.76,0.23,0.002,0.12,0.177,0.063,2.273e-4,0,0,0,0,0.31,0.002,10.22,82.034,73.039,0.028,1.854,11.856,956.522,338.484,0.05,0.146
9.208,484.449,15.118,-10.204,15.467,10.205,32.119,0.013,32.119,0.024,3.269,0.171,28.61,-80.6,9.791,1.004,-1.659e-4,11.677,0.009,4820.9,218.9,0.077,3.99e-4,106.801,84.986,2.135,0.047,1.531e6,0,2.143,1.753,1.758,0.23,0.002,0.12,0.144,-0.023,-3.698e-4,0,0,0,0,0.331,0.002,10.22,82.034,72.454,0.027,1.804,11.851,956.432,338.481,0.05,0.146
9.258,485.192,14.608,-10.177,14.967,10.178,32.282,0.014,32.282,0.024,3.26,0.172,28.61,-80.6,9.791,1.21,-1.733e-4,11.727,0.012,4820.9,218.9,0.077,3.99e-4,106.567,84.986,2.112,0.046,1.486e6,0,2.023,1.753,1.76,0.23,0.002,0.12,0.175,0.016,-2.713e-4,0,0,0,0,0.354,0.002,10.22,82.034,71.869,0.026,1.868,11.846,956.345,338.478,0.05,0.147
9.308,485.91,14.1,-10.152,14.47,10.154,32.445,0.014,32.445,0.024,3.252,0.156,28.61,-80.6,9.791,0.943,-1.628e-4,11.603,0.023,4820.9,218.9,0.077,3.99e-4,106.871,84.986,2.141,0.044,1.437e6,0,1.889,1.753,1.757,0.23,0.002,0.12,0.135,-0.081,4.751e-4,0,0,0,0,0.371,0.002,10.22,82.034,71.285,0.024,1.784,11.842,956.261,338.475,0.05,0.147
9.358,486.602,13.593,-10.129,13.975,10.13,32.607,0.014,32.607,0.024,3.244,0.139,28.61,-80.6,9.791,0.618,-1.711e-4,11.032,0.041,4820.9,218.9,0.077,3.99e-4,107.25,84.986,2.178,0.043,1.387e6,0,1.758,1.753,1.755,0.23,0.002,0.12,0.087,-0.169,-3.587e-4,0,0,0,0,0.36,0.002,10.22,82.034,70.718,0.023,1.675,11.837,956.18,338.472,0.05,0.148
9.408,487.269,13.087,-10.104,13.482,10.105,32.77,0.014,32.77,0.024,3.237,0.142,28.61,-80.6,9.791,0.909,-1.589e-4,10.604,0.036,4820.9,218.9,0.077,3.99e-4,106.909,84.986,2.145,0.041,1.343e6,0,1.649,1.753,1.757,0.23,0.002,0.12,0.13,-0.075,1.583e-4,0,0,0,0,0.355,0.002,10.22,82.034,70.178,0.022,1.716,11.833,956.102,338.47,0.05,0.148
9.458,487.911,12.582,-10.081,12.99,10.082,32.931,0.014,32.931,0.024,3.23,0.138,28.61,-80.6,9.791,1.046,-1.586e-4,10.421,0.039,4820.9,218.9,0.077,3.99e-4,106.752,84.986,2.13,0.04,1.297e6,0,1.539,1.753,1.758,0.23,0.002,0.12,0.151,-0.046,2.54e-4,0,0,0,0,0.367,0.002,10.22,82.034,69.653,0.021,1.699,11.829,956.026,338.467,0.05,0.149
9.508,488.527,12.079,-10.059,12.502,10.06,33.093,0.014,33.093,0.025,3.224,0.13,28.61,-80.6,9.791,0.998,-1.575e-4,10.199,0.049,4820.9,218.9,0.077,3.99e-4,106.807,84.986,2.135,0.038,1.249e6,0,1.427,1.753,1.758,0.23,0.002,0.12,0.143,-0.073,2.685e-4,0,0,0,0,0.379,0.002,10.22,82.034,69.137,0.019,1.622,11.825,955.954,338.465,0.05,0.15
9.558,489.118,11.576,-10.037,12.015,10.038,33.254,0.014,33.254,0.025,3.217,0.13,28.61,-80.6,9.791,1.32,-1.579e-4,10.065,0.044,4820.9,218.9,0.077,3.99e-4,106.442,84.986,2.099,0.037,1.204e6,0,1.329,1.753,1.762,0.23,0.002,0.12,0.192,0.007,2.754e-4,0,0,0,0,0.397,0.002,10.22,82.034,68.631,0.018,1.623,11.821,955.885,338.462,0.05,0.15
9.608,489.685,11.075,-10.015,11.531,10.016,33.414,0.014,33.414,0.025,3.211,0.139,28.61,-80.6,9.791,2.02,-1.625e-4,10.348,0.035,4820.9,218.9,0.077,3.99e-4,105.682,84.986,2.025,0.036,1.162e6,0,1.247,1.753,1.773,0.23,0.002,0.12,0.302,0.161,-1.115e-4,0,0,0,0,0.45,0.001,10.22,82.034,68.122,0.016,1.697,11.817,955.818,338.46,0.05,0.151
9.658,490.226,10.575,-9.995,11.05,9.996,33.575,0.015,33.575,0.025,3.204,0.135,28.61,-80.6,9.791,2.245,-1.537e-4,10.723,0.037,4820.9,218.9,0.077,3.99e-4,105.446,84.986,2.002,0.034,1.116e6,0,1.155,1.755,1.78,0.232,0.002,0.12,0.339,0.153,-1.178e-4,0,0,0,0,0.524,0.001,10.22,82.034,67.595,0.015,1.649,11.814,955.755,338.458,0.05,0.151
9.708,490.742,10.076,-9.975,10.571,9.976,33.735,0.015,33.735,0.025,3.197,0.142,28.61,-80.6,9.791,2.975,-1.566e-4,11.179,0.032,4820.9,218.9,0.077,3.99e-4,104.711,84.986,1.93,0.033,1.075e6,0,1.082,1.756,1.799,0.234,0.002,0.12,0.461,0.275,-4.95e-4,0,0,0,0,0.615,0.001,10.22,82.034,67.048,0.014,1.702,11.81,955.694,338.456,0.05,0.152
9.758,491.234,9.577,-9.955,10.094,9.957,33.894,0.015,33.894,0.025,3.189,0.166,28.61,-80.6,9.791,4.483,-1.544e-4,12.129,0.026,4820.9,218.9,0.077,3.99e-4,103.316,84.986,1.794,0.032,1.041e6,0,1.043,1.758,1.849,0.236,0.002,0.12,0.733,0.543,-3.848e-4,0,0,0,0,0.772,0.001,10.22,82.034,66.467,0.013,1.907,11.807,955.637,338.454,0.05,0.152
9.808,491.7,9.08,-9.937,9.621,9.938,34.054,0.015,34.054,0.025,3.18,0.18,28.61,-80.6,9.791,5.593,-1.572e-4,13.31,0.022,4820.9,218.9,0.077,3.99e-4,102.383,84.986,1.702,0.031,1.004e6,0,0.993,1.76,1.893,0.237,0.002,0.12,0.949,0.617,1.616e-5,0,0,0,0,1,0.001,10.22,82.034,65.831,0.013,2.012,11.804,955.582,338.452,0.05,0.153
9.858,492.142,8.584,-9.918,9.151,9.92,34.212,0.015,34.212,0.025,3.171,0.2,28.61,-80.6,9.791,7.024,-1.586e-4,14.609,0.019,4820.9,218.9,0.077,3.99e-4,101.286,84.986,1.595,0.03,9.699e5,0,0.959,1.761,1.957,0.239,0.002,0.12,1.248,0.701,-3.77e-4,0,0,0,0,1.289,0.001,10.22,82.034,65.133,0.012,2.17,11.801,955.53,338.45,0.05,0.153
9.908,492.558,8.088,-9.901,8.684,9.903,34.371,0.015,34.371,0.025,3.161,0.207,28.61,-80.6,9.791,8.049,-1.554e-4,15.793,0.017,4820.9,218.9,0.077,3.99e-4,100.565,84.986,1.524,0.029,9.324e5,0,0.908,1.763,2.007,0.241,0.002,0.12,1.476,0.62,3.361e-4,0,0,0,0,1.63,0.001,10.22,82.034,64.372,0.012,2.228,11.798,955.481,338.449,0.05,0.154
9.958,492.95,7.594,-9.884,8.221,9.887,34.528,0.015,34.528,0.025,3.15,0.214,28.61,-80.6,9.791,9.096,-1.515e-4,16.756,0.017,4820.9,218.9,0.077,3.99e-4,99.878,84.986,1.457,0.028,8.952e5,0,0.858,1.765,2.058,0.243,0.002,0.12,1.721,0.517,-2.466e-4,0,0,0,0,1.99,0.001,10.22,82.034,63.558,0.012,2.274,11.796,955.435,338.447,0.05,0.154
10.008,493.318,7.1,-9.869,7.763,9.872,34.686,0.015,34.686,0.025,3.14,0.207,28.61,-80.6,9.791,9.732,-1.53e-4,17.367,0.017,4820.9,218.9,0.077,3.99e-4,99.484,84.986,1.419,0.026,8.531e5,0,0.792,1.767,2.09,0.245,0.002,0.12,1.875,0.306,9.812e-5,0,0,0,0,2.354,0.001,10.22,82.034,62.704,0.012,2.215,11.793,955.392,338.446,0.05,0.155
10.058,493.66,6.607,-9.854,7.31,9.856,34.842,0.016,34.842,0.026,3.129,0.206,28.61,-80.6,9.791,10.688,-1.597e-4,17.714,0.015,4820.9,218.9,0.077,3.99e-4,98.921,84.986,1.364,0.025,8.139e5,0,0.736,1.77,2.135,0.247,0.002,0.12,2.115,0.194,-7.635e-6,0,0,0,0,2.691,9.61e-4,10.22,82.034,61.827,0.012,2.194,11.791,955.352,338.444,0.05,0.155
10.108,493.978,6.114,-9.84,6.864,9.842,34.999,0.016,34.999,0.026,3.119,0.201,28.61,-80.6,9.791,11.54,-1.584e-4,17.858,0.015,4820.9,218.9,0.077,3.99e-4,98.448,84.986,1.317,0.024,7.725e5,0,0.676,1.772,2.175,0.25,0.002,0.12,2.337,0.043,-4.535e-5,0,0,0,0,3.035,9.053e-4,10.22,82.034,60.937,0.012,2.122,11.789,955.315,338.443,0.05,0.156
10.158,494.272,5.623,-9.827,6.425,9.829,35.154,0.016,35.154,0.026,3.109,0.196,28.61,-80.6,9.791,12.591,-1.59e-4,17.848,0.015,4820.9,218.9,0.077,3.99e-4,97.898,84.986,1.263,0.023,7.321e5,0,0.619,1.775,2.219,0.253,0.002,0.12,2.622,-0.063,-2.494e-4,0,0,0,0,3.376,8.507e-4,10.22,82.034,60.044,0.012,2.051,11.787,955.28,338.442,0.05,0.156
10.208,494.541,5.132,-9.813,5.995,9.815,35.31,0.016,35.31,0.026,3.1,0.193,28.61,-80.6,9.791,13.826,-1.52e-4,17.725,0.015,4820.9,218.9,0.077,3.99e-4,97.298,84.986,1.205,0.021,6.921e5,0,0.564,1.778,2.263,0.256,0.002,0.12,2.97,-0.146,-2.459e-5,0,0,0,0,3.725,7.974e-4,10.22,82.034,59.155,0.012,1.973,11.785,955.249,338.441,0.05,0.157
10.258,494.785,4.642,-9.796,5.576,9.798,35.464,0.016,35.464,0.026,3.09,0.199,28.61,-80.6,9.791,15.769,-1.534e-4,17.628,0.014,4820.9,218.9,0.077,3.99e-4,96.44,84.986,1.121,0.02,6.589e5,0,0.522,1.781,2.307,0.258,0.002,0.12,3.548,-0.088,4.978e-4,0,0,0,0,4.064,7.457e-4,10.22,82.034,58.271,0.012,1.975,11.784,955.22,338.44,0.05,0.157
10.308,495.005,4.152,-9.78,5.17,9.782,35.619,0.016,35.619,0.026,3.08,0.198,28.61,-80.6,9.791,17.61,-1.517e-4,17.53,0.013,4820.9,218.9,0.077,3.99e-4,95.714,84.986,1.05,0.019,6.224e5,0,0.467,1.784,2.318,0.261,0.002,0.12,4.129,-0.171,-3.57e-4,0,0,0,0,4.505,6.958e-4,10.22,82.034,57.392,0.012,1.907,11.782,955.194,338.439,0.05,0.158
10.358,495.2,3.664,-9.763,4.78,9.765,35.772,0.016,35.772,0.026,3.07,0.198,28.61,-80.6,9.791,19.746,-1.543e-4,17.367,0.012,4820.9,218.9,0.077,3.99e-4,94.964,84.986,0.976,0.018,5.869e5,0,0.413,1.787,2.304,0.265,0.002,0.12,4.842,-0.244,2.449e-4,0,0,0,0,4.972,6.483e-4,10.22,82.034,56.52,0.012,1.832,11.781,955.171,338.438,0.05,0.158
10.408,495.371,3.176,-9.747,4.41,9.749,35.926,0.016,35.926,0.026,3.06,0.201,28.61,-80.6,9.791,22.726,-1.564e-4,16.897,0.011,4820.9,218.9,0.077,3.99e-4,94.061,84.986,0.888,0.017,5.602e5,0,0.368,1.789,2.249,0.267,0.002,0.12,5.62,-1.436,-5.389e-5,0,0,0,0,5.167,6.036e-4,10.22,82.034,55.661,0.012,1.842,11.78,955.151,338.438,0.05,0.159
10.458,495.518,2.689,-9.73,4.066,9.732,36.078,0.017,36.078,0.026,3.05,0.201,28.61,-80.6,9.791,25.899,-1.522e-4,15.729,0.011,4820.9,218.9,0.077,3.99e-4,93.253,84.986,0.809,0.016,5.328e5,0,0.318,1.792,2.154,0.27,0.002,0.12,6.496,-2.469,3.735e-4,0,0,0,0,4.949,5.624e-4,10.22,82.034,54.845,0.012,1.811,11.779,955.134,338.437,0.05,0.159
10.508,495.64,2.203,-9.716,3.754,9.718,36.231,0.017,36.231,0.026,3.04,0.198,28.61,-80.6,9.791,29.219,-1.573e-4,14.201,0.01,4820.9,218.9,0.077,3.99e-4,92.551,84.986,0.74,0.015,5.021e5,0,0.266,1.796,2.024,0.273,0.002,0.12,7.485,-3.402,7.066e-5,0,0,0,0,4.541,5.254e-4,10.22,82.034,54.096,0.012,1.71,11.778,955.12,338.437,0.05,0.16
10.558,495.738,1.718,-9.685,3.483,9.687,36.382,0.017,36.382,0.026,3.029,0.224,28.61,-80.6,9.791,34.131,-1.552e-4,12.29,0.009,4820.9,218.9,0.077,3.99e-4,91.73,84.986,0.66,0.015,4.983e5,0,0.231,1.796,1.784,0.274,0.002,0.12,9.058,-4.339,3.131e-4,0,0,0,0,3.454,4.935e-4,10.22,82.034,53.433,0.012,1.874,11.778,955.108,338.436,0.05,0.16
10.608,495.812,1.234,-9.658,3.26,9.661,36.533,0.017,36.533,0.027,3.018,0.241,28.61,-80.6,9.791,38.812,-1.543e-4,10.008,0.009,4820.9,218.9,0.077,3.99e-4,91.148,84.986,0.603,0.015,4.871e5,0,0.189,1.797,1.528,0.275,0.002,0.12,10.645,-5.226,1.882e-4,0,0,0,0,2.397,4.676e-4,10.22,82.034,52.874,0.011,1.909,11.777,955.1,338.436,0.05,0.161
10.658,495.862,0.752,-9.629,3.098,9.633,36.684,0.017,36.684,0.027,3.005,0.261,28.61,-80.6,9.791,43.761,-1.54e-4,7.407,0.009,4820.9,218.9,0.077,3.99e-4,90.708,84.986,0.56,0.015,4.779e5,0,0.148,1.799,1.248,0.276,0.002,0.12,12.37,-6.223,-4.339e-4,0,0,0,0,1.364,4.487e-4,10.22,82.034,52.438,0.011,1.921,11.777,955.094,338.436,0.05,0.161
10.708,495.887,0.266,-9.741,3.011,9.742,36.834,0.017,36.834,0.027,2.999,0.103,28.61,-80.6,9.791,49.04,-1.544e-4,6.975,0.008,4820.9,218.9,0.077,3.99e-4,106.779,84.986,2.132,0.015,4.795e5,0,0.115,1.798,0.957,0.276,0.002,0.12,4.503,-1.292,-1.576e-4,0,0,0,0,1.201,4.389e-4,10.22,82.034,52.097,0.011,1.993,11.777,955.091,338.436,0.05,0.161
10.758,495.888,-0.221,-9.733,3.002,9.733,36.984,0.017,36.984,0.027,2.994,0.101,28.61,-80.6,9.791,54.345,-1.542e-4,5.936,0.008,4820.9,218.9,0.077,3.99e-4,107.236,84.986,2.177,0.015,4.749e5,0,0.081,1.799,0.691,0.277,0.002,0.12,4.743,-1.866,-4.197e-4,0,0,0,0,0.887,4.376e-4,10.22,82.034,51.782,0.01,1.953,11.777,955.091,338.436,0.05,0.162
10.808,495.865,-0.708,-9.722,3.071,9.723,37.133,0.017,37.133,0.027,2.989,0.105,28.61,-80.6,9.791,59.616,-1.54e-4,4.974,0.008,4820.9,218.9,0.077,3.99e-4,107.617,84.986,2.214,0.015,4.813e5,0,0.056,1.798,0.464,0.276,0.002,0.12,5.01,-2.399,4.325e-4,0,0,0,0,0.607,4.452e-4,10.22,82.034,51.508,0.01,1.979,11.777,955.093,338.436,0.05,0.162
10.813,495.861,-0.757,-9.634,5.02,9.697,37.149,0.017,37.149,0.027,2.983,1.101,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.015,4.814e5,0,5.364,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.452e-4,NaN,NaN,NaN,NaN,1.979,11.777,955.093,338.436,0.005,0.162
11.248,494.622,-4.941,-9.623,6.678,9.686,38.341,0.019,38.341,0.028,2.503,1.105,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.015,6.404e5,0,5.388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.458e-4,NaN,NaN,NaN,NaN,1.989,11.777,955.094,338.436,0.435,0.163
11.588,492.461,-7.78,-8.353,8.712,8.449,39.119,0.019,39.119,0.028,2.073,1.265,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.019,8.356e5,0,9.235,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.305e-4,NaN,NaN,NaN,NaN,1.848,11.785,955.239,338.441,0.34,0.163
11.792,490.726,-9.161,-6.743,9.959,6.945,39.508,0.02,39.508,0.029,1.732,1.664,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.026,9.554e5,0,16.743,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.176,11.799,955.493,338.449,0.205,0.163
12.004,488.66,-10.382,-5.774,10.94,6.01,39.837,0.02,39.837,0.029,1.38,1.666,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.029,1.05e6,0,20.966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.07,11.81,955.696,338.456,0.211,0.163
12.214,486.376,-11.382,-4.767,11.8,5.053,40.09,0.021,40.09,0.029,1.028,1.675,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.032,1.132e6,0,25.533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.084,11.824,955.938,338.464,0.21,0.163
12.445,483.634,-12.28,-3.875,12.547,4.162,40.288,0.021,40.288,0.03,0.676,1.519,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.035,1.204e6,0,29.447,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.896,11.839,956.206,338.473,0.232,0.163
12.701,480.4,-13.039,-2.97,13.23,3.305,40.413,0.021,40.413,0.03,0.306,1.449,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.037,1.27e6,0,33.617,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.935,11.856,956.528,338.484,0.255,0.163
13.01,476.263,-13.704,-2.151,13.833,2.536,40.444,0.022,40.444,0.031,0.109,1.343,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.039,1.328e6,0,37.396,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.99,11.877,956.907,338.497,0.309,0.163
